C-SDB_TIT-0,C-W96-0,C-SDB_BBTR-0,F-ANK,F-UEB
200905,W96-9,60,91,609
200906,W96-9,1,226939,485484
200906,W96-9,2,98387,224650
200906,W96-9,3,25927,59955
200906,W96-9,4,64,392
200906,W96-9,70,4897,15160
200906,W96-9,81,22839,50744
200906,W96-9,60,79,869
200907,W96-9,1,242185,570830
200907,W96-9,2,103385,242276
200907,W96-9,3,33789,74856
200907,W96-9,4,65,368
200907,W96-9,70,10028,30227
200907,W96-9,81,27117,53457
200907,W96-9,60,119,876
200908,W96-9,1,255680,612466
200908,W96-9,2,118707,280578
200908,W96-9,3,34956,78505
200908,W96-9,4,73,469
200908,W96-9,70,14617,45729
200908,W96-9,81,26403,52691
200908,W96-9,60,170,1168
200909,W96-9,1,244893,547019
200909,W96-9,2,112373,269425
200909,W96-9,3,34139,83254
200909,W96-9,4,82,381
200909,W96-9,70,4667,14518
200909,W96-9,81,23245,50310
200909,W96-9,60,103,871
200910,W96-9,1,253785,562475
200910,W96-9,2,104762,251133
200910,W96-9,3,26205,63891
200910,W96-9,4,101,514
200910,W96-9,70,1201,5357
200910,W96-9,81,22479,50254
200910,W96-9,60,92,793
200911,W96-9,1,223686,443773
200911,W96-9,2,86787,188107
200911,W96-9,3,20566,45322
200911,W96-9,4,18,85
200911,W96-9,81,14818,30552
200911,W96-9,60,53,575
200912,W96-9,1,266087,578546
200912,W96-9,2,105759,232187
200912,W96-9,3,28347,59316
200912,W96-9,4,74,373
200912,W96-9,70,1602,6237
200912,W96-9,81,19448,38563
200912,W96-9,60,112,695
201001,W96-9,1,170215,380328
201001,W96-9,2,65182,153835
201001,W96-9,3,17854,38875
201001,W96-9,4,48,246
201001,W96-9,70,339,2963
201001,W96-9,81,12052,25665
201001,W96-9,60,59,568
201002,W96-9,1,155612,319957
201002,W96-9,2,60807,135858
201002,W96-9,3,16007,33964
201002,W96-9,4,44,206
201002,W96-9,81,12336,28315
201002,W96-9,60,79,517
201003,W96-9,1,222732,496715
201003,W96-9,2,94570,235353
201003,W96-9,3,22979,54299
201003,W96-9,4,52,282
201003,W96-9,70,438,2516
201003,W96-9,81,21144,48488
201003,W96-9,60,172,1162
201004,W96-9,1,234810,518813
201004,W96-9,2,103886,247090
201004,W96-9,3,29365,63384
201004,W96-9,4,85,438
201004,W96-9,70,1931,8286
201004,W96-9,81,22809,49015
201004,W96-9,60,174,840
201005,W96-9,1,274679,611503
201005,W96-9,2,119313,290954
201005,W96-9,3,31254,74192
201005,W96-9,4,97,442
201005,W96-9,70,3417,12485
201005,W96-9,81,24395,50825
201005,W96-9,60,193,927
201006,W96-9,1,255555,545462
201006,W96-9,2,111033,254286
201006,W96-9,3,29947,67566
201006,W96-9,4,78,423
201006,W96-9,70,4928,16356
201006,W96-9,81,21621,50137
201006,W96-9,60,146,683
201007,W96-9,1,271263,635780
201007,W96-9,2,123746,300313
201007,W96-9,3,38773,94682
201007,W96-9,4,95,553
201007,W96-9,70,10046,30569
201007,W96-9,81,31537,63480
201007,W96-9,60,181,845
201008,W96-9,1,279285,634497
201008,W96-9,2,135602,316781
201008,W96-9,3,39456,86451
201008,W96-9,4,97,511
201008,W96-9,70,13259,42514
201008,W96-9,81,28513,53173
201008,W96-9,60,191,700
201009,W96-9,1,288173,610160
201009,W96-9,2,128838,300384
201009,W96-9,3,36943,84960
201009,W96-9,4,86,449
201009,W96-9,70,3299,12567
201009,W96-9,81,24164,53184
201009,W96-9,60,135,613
201010,W96-9,1,265283,564976
201010,W96-9,2,121330,274332
201010,W96-9,3,31083,70472
201010,W96-9,4,74,262
201010,W96-9,70,1333,6224
201010,W96-9,81,23140,53170
201010,W96-9,60,195,813
201011,W96-9,1,255578,504960
201011,W96-9,2,104962,221608
201011,W96-9,3,24056,50878
201011,W96-9,4,77,384
201011,W96-9,70,351,2719
201011,W96-9,81,17224,36360
201011,W96-9,60,138,594
201012,W96-9,1,273167,574110
201012,W96-9,2,113874,245611
201012,W96-9,3,28603,57906
201012,W96-9,4,90,276
201012,W96-9,70,1048,5085
201012,W96-9,81,20711,41054
201012,W96-9,60,218,947
201101,W96-9,1,176013,370801
201101,W96-9,2,70868,162344
201101,W96-9,3,20683,44070
201101,W96-9,4,89,222
201101,W96-9,70,407,3275
201101,W96-9,81,11099,23841
201101,W96-9,60,98,587
201102,W96-9,1,159752,312335
201102,W96-9,2,67190,143847
201102,W96-9,3,19918,40593
201102,W96-9,4,82,351
201102,W96-9,81,11863,26924
201102,W96-9,60,71,473
201103,W96-9,1,236295,500758
201103,W96-9,2,109065,249156
201103,W96-9,3,30607,66813
201103,W96-9,4,98,220
201103,W96-9,70,397,2660
201103,W96-9,81,20794,47104
201103,W96-9,60,139,647
201104,W96-9,1,258764,562551
201104,W96-9,2,120816,287653
201104,W96-9,3,35552,80625
201104,W96-9,4,291,805
201104,W96-9,70,2583,11906
201104,W96-9,81,29069,64843
201104,W96-9,60,245,1393
201105,W96-9,1,279927,593743
201105,W96-9,2,126889,296248
201105,W96-9,3,34528,80910
201105,W96-9,4,264,1222
201105,W96-9,70,2343,9947
201105,W96-9,81,25940,62771
201105,W96-9,60,349,1616
201106,W96-9,1,270572,568272
201106,W96-9,2,127140,285444
201106,W96-9,3,35735,77195
201106,W96-9,4,324,1225
201106,W96-9,70,6535,22013
201106,W96-9,81,31421,69335
201106,W96-9,60,307,1561
201107,W96-9,1,279562,624731
201107,W96-9,2,137288,311703
201107,W96-9,3,43123,94113
201107,W96-9,4,282,1416
201107,W96-9,70,10192,32697
201107,W96-9,81,39402,80994
201107,W96-9,60,356,1891
201108,W96-9,1,282605,622878
201108,W96-9,2,143326,340468
201108,W96-9,3,45061,98704
201108,W96-9,4,402,1804
201108,W96-9,70,12995,43584
201108,W96-9,81,37586,75588
201108,W96-9,60,447,2288
201109,W96-9,1,290298,619602
201109,W96-9,2,141655,313133
201109,W96-9,3,44722,103354
201109,W96-9,4,644,2284
201109,W96-9,70,3115,12055
201109,W96-9,81,27424,63836
201109,W96-9,60,409,2037
201110,W96-9,1,272412,576643
201110,W96-9,2,129149,286461
201110,W96-9,3,34232,74827
201110,W96-9,4,695,3057
201110,W96-9,70,1313,6911
201110,W96-9,81,26892,61524
201110,W96-9,60,342,1850
201111,W96-9,1,263251,519940
201111,W96-9,2,112554,232170
201111,W96-9,3,29640,60913
201111,W96-9,4,352,1922
201111,W96-9,70,289,2935
201111,W96-9,81,18079,38842
201111,W96-9,60,243,1203
201112,W96-9,1,289723,608503
201112,W96-9,2,120438,265002
201112,W96-9,3,35084,70266
201112,W96-9,4,837,3123
201112,W96-9,70,1236,5967
201112,W96-9,81,24163,48801
201112,W96-9,60,374,1727
201201,W96-9,1,198887,412595
201201,W96-9,2,80438,179718
201201,W96-9,3,25207,52863
201201,W96-9,4,333,1446
201201,W96-9,81,12751,27898
201201,W96-9,60,219,1097
201202,W96-9,1,177832,353211
201202,W96-9,2,71275,156145
201202,W96-9,3,23503,47960
201202,W96-9,4,412,1620
201202,W96-9,81,12951,30852
201202,W96-9,60,235,1112
201203,W96-9,1,242290,507288
201203,W96-9,2,109904,245353
201203,W96-9,3,32996,71554
201203,W96-9,4,506,2257
201203,W96-9,70,324,2622
201203,W96-9,81,22259,50582
201203,W96-9,60,283,1504
201204,W96-9,1,285580,633269
201204,W96-9,2,129857,304634
201204,W96-9,3,43783,96904
201204,W96-9,4,1353,5209
201204,W96-9,70,2712,12084
201204,W96-9,81,29036,65687
201204,W96-9,60,471,2207
201205,W96-9,1,301024,646210
201205,W96-9,2,120289,274699
201205,W96-9,3,43533,98926
201205,W96-9,4,1340,4590
201205,W96-9,70,3361,14541
201205,W96-9,81,34764,81407
201205,W96-9,60,489,2539
201206,W96-9,1,298524,632692
201206,W96-9,2,120263,267287
201206,W96-9,3,46694,99954
201206,W96-9,4,1453,5143
201206,W96-9,70,5116,18676
201206,W96-9,81,37727,86742
201206,W96-9,60,489,2599
201207,W96-9,1,307188,674140
201207,W96-9,2,130111,290026
201207,W96-9,3,50420,108833
201207,W96-9,4,1426,5335
201207,W96-9,70,9386,30010
201207,W96-9,81,46505,99379
201207,W96-9,60,581,2772
201208,W96-9,1,311945,708465
201208,W96-9,2,136124,310600
201208,W96-9,3,48712,105274
201208,W96-9,4,1443,5367
201208,W96-9,70,11780,40408
201208,W96-9,81,42512,87670
201208,W96-9,60,645,3464
201209,W96-9,1,311215,671914
201209,W96-9,2,136705,305625
201209,W96-9,3,52480,120182
201209,W96-9,4,1010,3671
201209,W96-9,70,3493,14297
201209,W96-9,81,36002,83749
201209,W96-9,60,675,3715
201210,W96-9,1,297548,630891
201210,W96-9,2,122677,272572
201210,W96-9,3,44061,93822
201210,W96-9,4,1083,4399
201210,W96-9,70,1255,7779
201210,W96-9,81,34069,81839
201210,W96-9,60,540,2910
201211,W96-9,1,272581,545709
201211,W96-9,2,105520,219927
201211,W96-9,3,35971,72818
201211,W96-9,4,759,2852
201211,W96-9,70,481,4256
201211,W96-9,81,27931,59780
201211,W96-9,60,450,2482
201212,W96-9,1,300046,650351
201212,W96-9,2,120270,262487
201212,W96-9,3,41097,84077
201212,W96-9,4,909,3737
201212,W96-9,70,1010,5756
201212,W96-9,81,34855,72720
201212,W96-9,60,588,3092
201301,W96-9,1,193208,402164
201301,W96-9,2,75496,163220
201301,W96-9,3,25942,54742
201301,W96-9,4,612,2961
201301,W96-9,70,248,1956
201301,W96-9,81,21389,47162
201301,W96-9,60,341,2102
201302,W96-9,1,185130,371811
201302,W96-9,2,68248,149293
201302,W96-9,3,23820,50238
201302,W96-9,4,660,3082
201302,W96-9,81,20631,47337
201302,W96-9,60,327,1882
201303,W96-9,1,257216,557487
201303,W96-9,2,105877,243440
201303,W96-9,3,34359,78089
201303,W96-9,4,892,4269
201303,W96-9,70,435,2428
201303,W96-9,81,30679,71860
201303,W96-9,60,390,2674
201304,W96-9,1,277273,587353
201304,W96-9,2,125569,283542
201304,W96-9,3,40005,90317
201304,W96-9,4,1029,4435
201304,W96-9,70,1349,5517
201304,W96-9,81,29422,68278
201304,W96-9,60,669,3718
201305,W96-9,1,326423,710703
201305,W96-9,2,138803,319968
201305,W96-9,3,48640,104563
201305,W96-9,4,1440,5513
201305,W96-9,70,4156,15596
201305,W96-9,81,35695,81117
201305,W96-9,60,804,4417
201306,W96-9,1,313381,651982
201306,W96-9,2,127138,279058
201306,W96-9,3,44649,97847
201306,W96-9,4,1158,5140
201306,W96-9,70,4012,14764
201306,W96-9,81,35543,78587
201306,W96-9,60,688,4288
201307,W96-9,1,316254,672826
201307,W96-9,2,129109,281479
201307,W96-9,3,49145,108063
201307,W96-9,4,1440,5580
201307,W96-9,70,8613,27247
201307,W96-9,81,44007,91758
201307,W96-9,60,763,4300
201308,W96-9,1,342589,772100
201308,W96-9,2,143779,326943
201308,W96-9,3,53810,117254
201308,W96-9,4,1802,7274
201308,W96-9,70,12091,36599
201308,W96-9,81,42786,88556
201308,W96-9,60,763,4363
201309,W96-9,1,325280,678525
201309,W96-9,2,134529,296262
201309,W96-9,3,48617,109546
201309,W96-9,4,1458,6400
201309,W96-9,70,3170,11592
201309,W96-9,81,35341,81127
201309,W96-9,60,684,3488
201310,W96-9,1,330903,697946
201310,W96-9,2,131151,292684
201310,W96-9,3,45664,102586
201310,W96-9,4,1406,6416
201310,W96-9,70,1371,6177
201310,W96-9,81,34184,79381
201310,W96-9,60,728,3551
201311,W96-9,1,287383,586954
201311,W96-9,2,108011,231817
201311,W96-9,3,39147,81303
201311,W96-9,4,1290,5700
201311,W96-9,70,337,2516
201311,W96-9,81,27265,60935
201311,W96-9,60,453,2405
201312,W96-9,1,319624,698723
201312,W96-9,2,127536,278749
201312,W96-9,3,42295,88158
201312,W96-9,4,1772,7109
201312,W96-9,70,963,3382
201312,W96-9,81,34833,73739
201312,W96-9,60,577,2876
201401,W96-9,1,214738,444173
201401,W96-9,2,81667,180577
201401,W96-9,3,30455,64155
201401,W96-9,4,896,5541
201401,W96-9,70,159,1358
201401,W96-9,81,21089,44542
201401,W96-9,60,395,1806
201402,W96-9,1,192025,380235
201402,W96-9,2,70330,150028
201402,W96-9,3,26736,56183
201402,W96-9,4,1059,5068
201402,W96-9,70,25,97
201402,W96-9,81,20856,46586
201402,W96-9,60,303,1789
201403,W96-9,1,263033,547384
201403,W96-9,2,105356,234098
201403,W96-9,3,36186,77846
201403,W96-9,4,1437,7539
201403,W96-9,70,287,1566
201403,W96-9,81,28504,65369
201403,W96-9,60,573,3279
201404,W96-9,1,300601,665084
201404,W96-9,2,129296,303224
201404,W96-9,3,49992,112337
201404,W96-9,4,2469,9976
201404,W96-9,70,2037,8605
201404,W96-9,81,39490,89514
201404,W96-9,60,1535,8349
201405,W96-9,1,334290,732916
201405,W96-9,2,132200,308648
201405,W96-9,3,53912,121246
201405,W96-9,4,1942,7117
201405,W96-9,70,2644,11336
201405,W96-9,81,38021,87977
201405,W96-9,60,1614,9005
201406,W96-9,1,332772,684619
201406,W96-9,2,127034,277957
201406,W96-9,3,56656,120382
201406,W96-9,4,2114,8980
201406,W96-9,70,5352,17365
201406,W96-9,81,41547,92629
201406,W96-9,60,1698,8627
201407,W96-9,1,328000,708731
201407,W96-9,2,135404,305425
201407,W96-9,3,58970,125959
201407,W96-9,4,1976,7597
201407,W96-9,70,8097,24240
201407,W96-9,81,43819,99130
201407,W96-9,60,1724,8379
201408,W96-9,1,367767,832544
201408,W96-9,2,156060,360489
201408,W96-9,3,62660,131424
201408,W96-9,4,2513,9531
201408,W96-9,70,9869,30803
201408,W96-9,81,43866,93263
201408,W96-9,60,2050,9744
201409,W96-9,1,327783,693685
201409,W96-9,2,138420,314765
201409,W96-9,3,58381,128526
201409,W96-9,4,3091,11850
201409,W96-9,70,2631,9322
201409,W96-9,81,36840,84070
201409,W96-9,60,1842,9138
201410,W96-9,1,341074,698150
201410,W96-9,2,140819,321612
201410,W96-9,3,53398,116659
201410,W96-9,4,3318,12755
201410,W96-9,70,926,4122
201410,W96-9,81,35538,79165
201410,W96-9,60,1747,9080
201411,W96-9,1,304622,597338
201411,W96-9,2,115157,247881
201411,W96-9,3,44088,88115
201411,W96-9,4,2389,9540
201411,W96-9,70,199,1310
201411,W96-9,81,29489,64332
201411,W96-9,60,285,1006
201411,W96-9,86,858,5207
201412,W96-9,1,351490,741460
201412,W96-9,2,139175,303743
201412,W96-9,3,57785,118145
201412,W96-9,4,3847,12556
201412,W96-9,70,1046,3897
201412,W96-9,81,36732,75937
201412,W96-9,60,325,1184
201412,W96-9,86,1493,7345
201501,W96-9,1,211675,431196
201501,W96-9,2,82103,188446
201501,W96-9,3,32502,70782
201501,W96-9,4,2033,9463
201501,W96-9,70,138,1544
201501,W96-9,81,22939,49358
201501,W96-9,60,211,786
201501,W96-9,86,746,4187
201502,W96-9,1,206363,406409
201502,W96-9,2,78873,171358
201502,W96-9,3,31314,66561
201502,W96-9,4,1686,8338
201502,W96-9,70,42,345
201502,W96-9,81,21079,49011
201502,W96-9,60,189,736
201502,W96-9,86,549,3596
201503,W96-9,1,273076,563185
201503,W96-9,2,117712,263494
201503,W96-9,3,42974,97113
201503,W96-9,4,2556,10794
201503,W96-9,70,217,1458
201503,W96-9,81,26526,63799
201503,W96-9,60,310,1152
201503,W96-9,86,1085,5757
201504,W96-9,1,319395,672814
201504,W96-9,2,134108,312040
201504,W96-9,3,57011,131630
201504,W96-9,4,4460,15633
201504,W96-9,70,1302,5181
201504,W96-9,81,30266,71555
201504,W96-9,60,545,1697
201504,W96-9,86,2184,9402
201505,W96-9,1,344598,726565
201505,W96-9,2,140799,328268
201505,W96-9,3,61852,138229
201505,W96-9,4,4370,14978
201505,W96-9,70,2646,10900
201505,W96-9,81,33713,76282
201505,W96-9,60,620,2006
201505,W96-9,86,2488,10983
201506,W96-9,1,355739,722674
201506,W96-9,2,150516,336433
201506,W96-9,3,70566,149769
201506,W96-9,4,4716,15681
201506,W96-9,70,4887,16732
201506,W96-9,81,36170,80655
201506,W96-9,60,709,2172
201506,W96-9,86,2667,10903
201507,W96-9,1,362883,780612
201507,W96-9,2,156971,353940
201507,W96-9,3,69536,157114
201507,W96-9,4,5800,19880
201507,W96-9,70,7290,22895
201507,W96-9,81,40474,86327
201507,W96-9,60,656,2259
201507,W96-9,86,2568,11127
201508,W96-9,1,385615,877803
201508,W96-9,2,170070,396512
201508,W96-9,3,77521,173123
201508,W96-9,4,6426,21386
201508,W96-9,70,6996,21279
201508,W96-9,81,36536,77351
201508,W96-9,60,601,2095
201508,W96-9,86,2980,13166
201509,W96-9,1,346573,721862
201509,W96-9,2,153103,351874
201509,W96-9,3,78929,174849
201509,W96-9,4,5818,18606
201509,W96-9,70,2687,11224
201509,W96-9,81,32190,74567
201509,W96-9,60,811,2631
201509,W96-9,86,2703,11668
201510,W96-9,1,343095,699824
201510,W96-9,2,139871,310128
201510,W96-9,3,65608,139757
201510,W96-9,4,4867,17800
201510,W96-9,70,667,4307
201510,W96-9,81,29838,68216
201510,W96-9,60,819,2582
201510,W96-9,86,2148,9927
201511,W96-9,1,322696,626047
201511,W96-9,2,120486,256119
201511,W96-9,3,55278,111769
201511,W96-9,4,4012,13858
201511,W96-9,70,146,1288
201511,W96-9,81,24399,56679
201511,W96-9,60,605,2224
201511,W96-9,86,1840,8496
201512,W96-9,1,352955,752054
201512,W96-9,2,137876,300882
201512,W96-9,3,62599,130668
201512,W96-9,4,6369,18953
201512,W96-9,70,643,1946
201512,W96-9,81,29629,64488
201512,W96-9,60,657,2213
201512,W96-9,86,2966,11836
201601,W96-9,1,215106,440172
201601,W96-9,2,86767,193772
201601,W96-9,3,37109,81078
201601,W96-9,4,3514,11400
201601,W96-9,70,84,860
201601,W96-9,81,21574,47313
201601,W96-9,60,403,1601
201601,W96-9,86,1347,6366
201602,W96-9,1,216390,423622
201602,W96-9,2,88284,184386
201602,W96-9,3,36207,77050
201602,W96-9,4,3806,14650
201602,W96-9,70,41,355
201602,W96-9,81,22861,53748
201602,W96-9,60,448,1429
201602,W96-9,86,1325,6341
201603,W96-9,1,298159,636916
201603,W96-9,2,120622,279138
201603,W96-9,3,57805,127005
201603,W96-9,4,6091,22236
201603,W96-9,70,470,2226
201603,W96-9,81,28266,66669
201603,W96-9,60,654,2144
201603,W96-9,86,2498,10585
201604,W96-9,1,321275,665931
201604,W96-9,2,131517,296205
201604,W96-9,3,69374,150677
201604,W96-9,4,6900,23618
201604,W96-9,70,1084,4268
201604,W96-9,81,29133,68101
201604,W96-9,60,945,3129
201604,W96-9,86,2882,12863
201605,W96-9,1,353440,757605
201605,W96-9,2,145510,335882
201605,W96-9,3,78829,175835
201605,W96-9,4,8959,27957
201605,W96-9,70,2817,10520
201605,W96-9,81,34679,75943
201605,W96-9,60,1211,3345
201605,W96-9,86,3566,14898
201606,W96-9,1,351068,715841
201606,W96-9,2,142864,318278
201606,W96-9,3,75438,158233
201606,W96-9,4,8255,25352
201606,W96-9,70,4434,14557
201606,W96-9,81,34591,79071
201606,W96-9,60,1235,3485
201606,W96-9,86,3207,13869
201607,W96-9,1,371566,805582
201607,W96-9,2,161899,365021
201607,W96-9,3,79037,174835
201607,W96-9,4,9604,30741
201607,W96-9,70,7859,21313
201607,W96-9,81,33829,73441
201607,W96-9,60,1098,3442
201607,W96-9,86,3598,15230
201608,W96-9,1,385317,855060
201608,W96-9,2,166925,381212
201608,W96-9,3,82234,177316
201608,W96-9,4,9631,31054
201608,W96-9,70,9912,27543
201608,W96-9,81,38778,82637
201608,W96-9,60,1126,3626
201608,W96-9,86,3696,16660
201609,W96-9,1,362590,754806
201609,W96-9,2,151679,338623
201609,W96-9,3,76003,164149
201609,W96-9,4,8193,26727
201609,W96-9,70,2935,9091
201609,W96-9,81,31242,72944
201609,W96-9,60,1262,4379
201609,W96-9,86,4103,16458
201610,W96-9,1,354958,734841
201610,W96-9,2,146529,331093
201610,W96-9,3,73391,160384
201610,W96-9,4,9053,30257
201610,W96-9,70,712,3186
201610,W96-9,81,28969,70749
201610,W96-9,60,1391,4788
201610,W96-9,86,4462,18076
201611,W96-9,1,331269,643699
201611,W96-9,2,127684,265489
201611,W96-9,3,65461,128774
201611,W96-9,4,7098,22869
201611,W96-9,70,162,1178
201611,W96-9,81,26834,55683
201611,W96-9,60,1068,3676
201611,W96-9,86,3445,14515
201612,W96-9,1,367096,790074
201612,W96-9,2,146349,318886
201612,W96-9,3,67597,133229
201612,W96-9,4,11002,32842
201612,W96-9,70,510,2623
201612,W96-9,81,33729,69446
201612,W96-9,60,1828,5869
201612,W96-9,86,5755,21797
201701,W96-9,1,235149,478884
201701,W96-9,2,103258,218020
201701,W96-9,3,24847,55250
201701,W96-9,4,5523,18874
201701,W96-9,70,90,596
201701,W96-9,81,21439,46202
201701,W96-9,60,1128,3967
201701,W96-9,86,3086,13053
201702,W96-9,1,226638,439190
201702,W96-9,2,102051,211758
201702,W96-9,3,24846,54767
201702,W96-9,4,5637,19704
201702,W96-9,70,34,231
201702,W96-9,81,20359,45906
201702,W96-9,60,1101,4195
201702,W96-9,86,2902,12366
201703,W96-9,1,296735,601106
201703,W96-9,2,141688,302328
201703,W96-9,3,30759,68883
201703,W96-9,4,7151,25482
201703,W96-9,70,222,1576
201703,W96-9,81,24120,56346
201703,W96-9,60,1596,5928
201703,W96-9,86,3550,16166
201704,W96-9,1,334518,738904
201704,W96-9,2,173100,397812
201704,W96-9,3,47063,106946
201704,W96-9,4,12504,40293
201704,W96-9,70,1962,7197
201704,W96-9,81,30372,72067
201704,W96-9,60,3056,10512
201704,W96-9,86,7670,30734
201705,W96-9,1,356287,750378
201705,W96-9,2,177668,392695
201705,W96-9,3,45942,105398
201705,W96-9,4,10344,32597
201705,W96-9,70,2317,9261
201705,W96-9,81,31951,73949
201705,W96-9,60,2825,9193
201705,W96-9,86,7543,28798
201706,W96-9,1,355905,750826
201706,W96-9,2,184605,402596
201706,W96-9,3,46943,104283
201706,W96-9,4,12097,36014
201706,W96-9,70,5205,17683
201706,W96-9,81,32749,76110
201706,W96-9,60,3262,10411
201706,W96-9,86,8294,31438
201707,W96-9,1,375940,812160
201707,W96-9,2,187911,409803
201707,W96-9,3,55310,118912
201707,W96-9,4,12891,40516
201707,W96-9,70,8644,24658
201707,W96-9,81,37744,81070
201707,W96-9,60,3543,11259
201707,W96-9,86,8249,32213
201708,W96-9,1,390653,876525
201708,W96-9,2,195844,446691
201708,W96-9,3,58011,123050
201708,W96-9,4,13334,43906
201708,W96-9,70,10404,29861
201708,W96-9,81,34499,75786
201708,W96-9,60,3543,12150
201708,W96-9,86,8436,33368
201709,W96-9,1,373572,776003
201709,W96-9,2,187123,407885
201709,W96-9,3,47398,105130
201709,W96-9,4,10226,33750
201709,W96-9,70,3940,14430
201709,W96-9,81,29170,68069
201709,W96-9,60,3217,11293
201709,W96-9,86,7252,28970
201710,W96-9,1,362611,759633
201710,W96-9,2,184221,401354
201710,W96-9,3,42436,95088
201710,W96-9,4,10167,33649
201710,W96-9,70,645,3501
201710,W96-9,81,29942,69361
201710,W96-9,60,3179,10938
201710,W96-9,86,7642,30349
201711,W96-9,1,333684,648238
201711,W96-9,2,159198,320992
201711,W96-9,3,33707,69454
201711,W96-9,4,8195,26454
201711,W96-9,70,160,979
201711,W96-9,81,24011,52432
201711,W96-9,60,2253,7843
201711,W96-9,86,5333,21141
201712,W96-9,1,368844,788395
201712,W96-9,2,179680,383377
201712,W96-9,3,42263,88154
201712,W96-9,4,11831,36486
201712,W96-9,70,492,1866
201712,W96-9,81,31564,66109
201712,W96-9,60,3512,11126
201712,W96-9,86,8718,31480
201801,W96-9,1,241957,490578
201801,W96-9,2,113998,238756
201801,W96-9,3,26449,55752
201801,W96-9,4,6699,23345
201801,W96-9,70,85,948
201801,W96-9,81,21855,45903
201801,W96-9,60,1684,6078
201801,W96-9,86,4365,17631
201802,W96-9,1,241748,466003
201802,W96-9,2,115781,237624
201802,W96-9,3,25238,52530
201802,W96-9,4,6999,25543
201802,W96-9,70,23,196
201802,W96-9,81,20906,46516
201802,W96-9,60,1801,6935
201802,W96-9,86,4824,18991
201803,W96-9,1,308800,642286
201803,W96-9,2,148575,325162
201803,W96-9,3,33174,72674
201803,W96-9,4,9503,33790
201803,W96-9,70,549,1854
201803,W96-9,81,24562,58962
201803,W96-9,60,3019,10372
201803,W96-9,86,6733,27184
201804,W96-9,1,346691,729451
201804,W96-9,2,177813,387274
201804,W96-9,3,44125,98015
201804,W96-9,4,13715,46473
201804,W96-9,70,2002,7082
201804,W96-9,81,29646,69615
201804,W96-9,60,4131,14302
201804,W96-9,86,9926,37594
201805,W96-9,1,370904,767675
201805,W96-9,2,188129,409620
201805,W96-9,3,48605,103864
201805,W96-9,4,14940,47450
201805,W96-9,70,3679,12947
201805,W96-9,81,31107,70118
201805,W96-9,60,4450,14692
201805,W96-9,86,11572,42235
201806,W96-9,1,375484,766561
201806,W96-9,2,186064,402741
201806,W96-9,3,46541,100459
201806,W96-9,4,14385,46314
201806,W96-9,70,4381,15412
201806,W96-9,81,31897,71003
201806,W96-9,60,4384,14915
201806,W96-9,86,11575,41990
201807,W96-9,1,380117,813649
201807,W96-9,2,193896,421032
201807,W96-9,3,54904,114728
201807,W96-9,4,17102,56215
201807,W96-9,70,7621,21064
201807,W96-9,81,41046,88190
201807,W96-9,60,4822,16038
201807,W96-9,86,13267,49208
201808,W96-9,1,396306,885318
201808,W96-9,2,210141,465203
201808,W96-9,3,58438,128089
201808,W96-9,4,22834,69734
201808,W96-9,70,8838,23809
201808,W96-9,81,38394,78081
201808,W96-9,60,5577,17926
201808,W96-9,86,14514,52906
201809,W96-9,1,346512,736754
201809,W96-9,2,192196,427338
201809,W96-9,3,49453,111943
201809,W96-9,4,16446,48695
201809,W96-9,70,2874,10428
201809,W96-9,81,30036,69823
201809,W96-9,60,4929,15409
201809,W96-9,86,12640,45995
201810,W96-9,1,370668,772693
201810,W96-9,2,195524,424309
201810,W96-9,3,47730,103530
201810,W96-9,4,22704,67736
201810,W96-9,70,875,4470
201810,W96-9,81,32183,72393
201810,W96-9,60,4893,15394
201810,W96-9,86,13828,50133
201811,W96-9,1,357342,712291
201811,W96-9,2,187010,380985
201811,W96-9,3,43212,85964
201811,W96-9,4,20874,58450
201811,W96-9,70,374,2251
201811,W96-9,81,28437,59401
201811,W96-9,60,4162,12671
201811,W96-9,86,11644,39991
201812,W96-9,1,389197,842334
201812,W96-9,2,207618,458914
201812,W96-9,3,50836,107575
201812,W96-9,4,26349,74248
201812,W96-9,70,609,2539
201812,W96-9,81,33922,73095
201812,W96-9,60,5167,15902
201812,W96-9,86,16276,55238
201901,W96-9,1,260525,531112
201901,W96-9,2,128832,275974
201901,W96-9,3,30063,64222
201901,W96-9,4,15110,47235
201901,W96-9,70,64,455
201901,W96-9,81,25071,53216
201901,W96-9,60,2655,8688
201901,W96-9,86,8391,31012
201902,W96-9,1,248742,492827
201902,W96-9,2,128675,264666
201902,W96-9,3,30684,64760
201902,W96-9,4,15213,46078
201902,W96-9,70,27,127
201902,W96-9,81,22079,49676
201902,W96-9,60,2674,8722
201902,W96-9,86,8066,31095
201903,W96-9,1,318679,666195
201903,W96-9,2,169026,367532
201903,W96-9,3,38508,83030
201903,W96-9,4,17429,55512
201903,W96-9,70,225,1137
201903,W96-9,81,26751,60708
201903,W96-9,60,3627,11499
201903,W96-9,86,10711,39446
201904,W96-9,1,353828,771393
201904,W96-9,2,193620,439475
201904,W96-9,3,48870,113196
201904,W96-9,4,24779,77775
201904,W96-9,70,3027,9294
201904,W96-9,81,33553,78201
201904,W96-9,60,5445,17771
201904,W96-9,86,16475,60643
201905,W96-9,1,378255,786570
201905,W96-9,2,202083,443343
201905,W96-9,3,49653,106829
201905,W96-9,4,24808,72082
